Cancer type,Gene symbol,Uniprot ID,Differential expression status_up,Differential expression status_down,The number of tumor types_pccup,oncogene_x,COSMIC_CGC_x,Number of tumor types (PCDGs),oncogene_y,COSMIC_CGC_y,The number of tumor types_pccdp,Number of tumor types (PCCDPs),Risk coefficient
PAAD,ADAM8,P78325,Up,,,,,,,,,,
LIHC,ADAM9,Q13443,Up,,,,,,,,2.0,,
LUAD,ADAM9,,,,,,,,,,,,0.0258895117920712
PAAD,ADAM9,Q13443,Up,,,,,,,,2.0,,
BRCA,ADAMDEC1,O15204,Up,,,,,,,,,,
COAD,ADAMDEC1,O15204,,Down,,,,,,,,,
ESCC,ADAMDEC1,O15204,Up,,,,,,,,,,
LUSC,ADAMDEC1,O15204,Up,,,,,,,,,,
LUAD,ADAMTS1,Q9UHI8,,Down,,,,,,,,,
LUSC,ADAMTS1,Q9UHI8,,Down,,,,,,,,,
ESCC,ADAMTS12,P58397,Up,,,,,,,,,,
HNSC,ADAMTS12,P58397,Up,,,,,,,,,,
LUAD,ADAMTS12,P58397,Up,,,,,,,,,,
LUSC,ADAMTS12,P58397,Up,,,,,,,,,,
PAAD,ADAMTS12,P58397,Up,,,,,,,,,,
LIHC,ADAMTS13,Q76LX8,,Down,,,,,,,,,
LUSC,ADAMTS14,Q8WXS8,Up,,,,,,,,,,
LUSC,ADAMTS15,Q8TE58,,Down,,,,,,,,,
LUAD,ADAMTS16,Q8TE57,Up,,,,,,,,,,
BRCA,ADAMTS2,O95450,Up,,,,,,,,,,
ESCC,ADAMTS2,O95450,Up,,,,,,,,,,
HNSC,ADAMTS2,O95450,Up,,,,,,,,,,
LUAD,ADAMTS2,O95450,Up,,,,,,,,,,
LUSC,ADAMTS2,O95450,Up,,,,,,,,,,
PAAD,ADAMTS2,O95450,Up,,,,,,,,,,
PAAD,ADAMTS3,O15072,Up,,,,,,,,,,
LIHC,ADAMTS4,O75173,,Down,,,,,,,,,
PAAD,ADAMTS4,O75173,Up,,,,,,,,,,
PAAD,ADAMTS5,Q9UNA0,Up,,,,,,,,,,
UCEC,ADAMTS5,Q9UNA0,,Down,,,,,,,,,
GBM,ADAMTS7,Q9UKP4,Up,,,,,,,,,,
HNSC,ADAMTS7,Q9UKP4,Up,,,,,,,,,,
PAAD,ADAMTS7,Q9UKP4,Up,,,,,,,,,,
LUSC,ADAMTS8,Q9UP79,,Down,,,,,,,,,
ESCC,ADAMTSL1,Q8N6G6,,Down,,,,,,,,,
KIRC,ADAMTSL1,Q8N6G6,,Down,,,,,,,,,
PAAD,ADAMTSL1,Q8N6G6,Up,,,,,,,,,,
STAD,ADAMTSL1,Q8N6G6,,Down,,,,,,,,,
UCEC,ADAMTSL1,Q8N6G6,,Down,,,,,,,,,
KIRC,ADAMTSL2,Q86TH1,,Down,,,,,,,,,
LUSC,ADAMTSL2,Q86TH1,,Down,,,,,,,,,
PAAD,ADAMTSL2,Q86TH1,Up,,,,,,,,,,
COAD,ADAMTSL3,P82987,,Down,,,,,,,,,
LIHC,ADAMTSL3,P82987,,Down,,,,,,,,,
LUAD,ADAMTSL3,P82987,,Down,,,,,,,,,
LUSC,ADAMTSL3,P82987,,Down,,,,,,,,,
BRCA,ADAMTSL4,Q6UY14,,Down,,,,,,,,,
COAD,ADAMTSL4,Q6UY14,,Down,,,,,,,,,
GBM,ADAMTSL4,Q6UY14,Up,,,,,,,,,,
HNSC,ADAMTSL4,Q6UY14,,Down,,,,,,,,,
LUAD,ADAMTSL4,Q6UY14,,Down,,,,,,,,,
LUSC,ADAMTSL4,Q6UY14,,Down,,,,,,,,,
OV,ADAMTSL4,Q6UY14,,Down,,,,,,,,,
PAAD,ADAMTSL4,Q6UY14,Up,,,,,,,,,,
UCEC,ADAMTSL4,Q6UY14,,Down,,,,,,,,,
UCEC,ADAMTSL5,Q6ZMM2,,Down,,,,,,,,,
GBM,ADAP1,O75689,,Down,,,,,,,,,
KIRC,ADAP1,O75689,,Down,,,,,,,,,
PAAD,ADAP1,O75689,Up,,,,,,,,,,
STAD,ADAP1,O75689,Up,,,,,,,,,,
KIRC,ADAP2,Q9NPF8,Up,,,,,,,,,,
LIHC,ADAP2,Q9NPF8,,Down,,,,,,,,,
BRCA,ADAR,P55265,Up,,,,,,,,,,
ESCC,ADAR,P55265,Up,,,,,,,,,,
HNSC,ADAR,P55265,Up,,,,,,,,,,
LUAD,ADAR,P55265,Up,,,,,,,,,,
OV,ADAR,P55265,Up,,,,,,,,,,
ESCC,ADARB1,P78563,,Down,,,,,,,,,
LUAD,ADARB1,P78563,,Down,,,,,,,,,
LUSC,ADARB1,P78563,,Down,,,,,,,,,
OV,ADARB1,P78563,,Down,,,,,,,,,
UCEC,ADARB1,P78563,,Down,,,,,,,,,
PAAD,ADAT1,Q9BUB4,Up,,,,,,,,,,
LUSC,ADAT2,Q7Z6V5,Up,,,,,,,,,,
BRCA,ADAT3,Q96EY9,Up,,,,,,,,,,
UCEC,ADAT3,Q96EY9,Up,,,,,,,,,,
KIRC,ADCK1,Q86TW2,,Down,,,,,,,,,
LUSC,ADCK5,Q3MIX3,Up,,,,,,,,,,
GBM,ADCY1,Q08828,,Down,,,,,,,,,
GBM,ADCY2,Q08462,,Down,,,,,,,,,
LUSC,ADCY3,O60266,Up,,,,,,,,,,
STAD,ADCY3,O60266,Up,,,,,,,,,,
COAD,ADCY5,O95622,,Down,,,,,,,,,
ESCC,ADCY5,O95622,,Down,,,,,,,,,
GBM,ADCY5,O95622,,Down,,,,,,,,,
COAD,ADCY6,O43306,,Down,,,,,,,,,
ESCC,ADCY6,O43306,,Down,,,,,,,,,
LUSC,ADCY6,O43306,,Down,,,,,,,,,
LUSC,ADCY7,P51828,,Down,,,,,,,,,
PAAD,ADCY7,P51828,Up,,,,,,,,,,
LUAD,ADCY9,O60503,,Down,,,,,,,,,
LUSC,ADCY9,O60503,,Down,,,,,,,,,
PAAD,ADCY9,O60503,,Down,,,,,,,,,
COAD,ADD1,P35611,,Down,,,,,,,,,
ESCC,ADD1,P35611,,Down,,,,,,,,,
LUAD,ADD1,P35611,,Down,,,,,,,,,
LUSC,ADD1,P35611,,Down,,,,,,,,,
OV,ADD1,P35611,,Down,,,,,,,,,
COAD,ADD2,P35612,,Down,,,,,,,,,
GBM,ADD2,P35612,,Down,,,,,,,,,
KIRC,ADD2,P35612,Up,,,,,,,,,,
PAAD,ADD2,P35612,,Down,,,,,,,,,
BRCA,ADD3,Q9UEY8,,Down,,,,,,,,,
GBM,ADD3,Q9UEY8,,Down,,,,,,,,,
KIRC,ADD3,Q9UEY8,,Down,,,,,,,,,
BRCA,ADGRA2,Q96PE1,,Down,,,,,,,,,
LUAD,ADGRA2,Q96PE1,,Down,,,,,,,,,
LUSC,ADGRA2,Q96PE1,,Down,,,,,,,,,
OV,ADGRA2,Q96PE1,,Down,,,,,,,,,
LIHC,ADGRA3,Q8IWK6,,Down,,,,,,,,,
GBM,ADGRB1,O14514,,Down,,,,,,,,,
GBM,ADGRB2,O60241,,Down,,,,,,,,,
GBM,ADGRB3,O60242,,Down,,,,,,,,,
LIHC,ADGRE1,Q14246,,Down,,,,,,,,,
LUAD,ADGRE1,Q14246,,Down,,,,,,,,,
ESCC,ADGRE2,Q9UHX3,Up,,,,,,,,,,
GBM,ADGRE2,Q9UHX3,Up,,,,,,,,,,
HNSC,ADGRE2,Q9UHX3,Up,,,,,,,,,,
LIHC,ADGRE2,Q9UHX3,,Down,,,,,,,,,
STAD,ADGRE2,Q9UHX3,Up,,,,,,,,,,
UCEC,ADGRE2,Q9UHX3,Up,,,,,,,,,,
LUAD,ADGRE3,Q9BY15,,Down,,,,,,,,,
LUSC,ADGRE3,Q9BY15,,Down,,,,,,,,,
GBM,ADGRE5,P48960,Up,,,,,,,,,,
PAAD,ADGRE5,P48960,Up,,,,,,,,,,
UCEC,ADGRE5,P48960,,Down,,,,,,,,,
HNSC,ADGRF1,Q5T601,,Down,,,,,,,,,
KIRC,ADGRF1,Q5T601,,Down,,,,,,,,,
LUAD,ADGRF1,Q5T601,Up,,,,,,,,,,
BRCA,ADGRF5,Q8IZF2,,Down,,,,,,,,,
LUAD,ADGRF5,Q8IZF2,,Down,,,,,,,,,
LUSC,ADGRF5,Q8IZF2,,Down,,,,,,,,,
UCEC,ADGRF5,Q8IZF2,,Down,,,,,,,,,
COAD,ADGRG1,Q9Y653,Up,,8.0,No,,,,,,,
GBM,ADGRG1,Q9Y653,Up,,8.0,No,,,,,,,
LUAD,ADGRG1,Q9Y653,Up,,8.0,No,,,,,,,0.131516139595209
LUSC,ADGRG1,Q9Y653,Up,,8.0,No,,,,,,,0.0342820161180582
OV,ADGRG1,Q9Y653,Up,,8.0,No,,,,,,,
PAAD,ADGRG1,Q9Y653,Up,,8.0,No,,,,,,,
STAD,ADGRG1,Q9Y653,Up,,8.0,No,,,,,,,
UCEC,ADGRG1,Q9Y653,Up,,8.0,No,,,,,,,
ESCC,ADGRG4,Q8IZF6,,Down,,,,,,,,,
HNSC,ADGRG4,Q8IZF6,,Down,,,,,,,,,
LIHC,ADGRG6,Q86SQ4,,Down,,,,,,,,,
LUAD,ADGRG6,Q86SQ4,,Down,,,,,,,,,
LUSC,ADGRG6,Q86SQ4,,Down,,,,,,,,,
PAAD,ADGRG6,Q86SQ4,Up,,,,,,,,,,
GBM,ADGRL1,O94910,,Down,,,,,,,,,
HNSC,ADGRL2,O95490,,Down,,,,,,,,,
LIHC,ADGRL2,O95490,,Down,,,,,,,,,
LUAD,ADGRL2,O95490,,Down,,,,,,,,,
LUSC,ADGRL2,O95490,,Down,,,,,,,,,
LUAD,ADGRL3,Q9HAR2,,Down,,,,,,,,,
GBM,ADGRL4,Q9HBW9,Up,,,,,,,,,,
KIRC,ADGRL4,Q9HBW9,Up,,,,,,,,,,
LUAD,ADGRL4,Q9HBW9,,Down,,,,,,,,,
LUSC,ADGRL4,Q9HBW9,,Down,,,,,,,,,
UCEC,ADGRL4,Q9HBW9,,Down,,,,,,,,,
BRCA,ADH1A,P07327,,Down,,,,,,,,,
COAD,ADH1A,P07327,,Down,,,,,,,,,
ESCC,ADH1A,P07327,,Down,,,,,,,,,
LIHC,ADH1A,P07327,,Down,,,,,,,,,
LUAD,ADH1A,P07327,,Down,,,,,,,,,
LUSC,ADH1A,P07327,,Down,,,,,,,,,
OV,ADH1A,P07327,,Down,,,,,,,,,
BRCA,ADH1B,P00325,,Down,,,,13.0,No,,,,
COAD,ADH1B,P00325,,Down,,,,13.0,No,,,,
ESCC,ADH1B,P00325,,Down,,,,13.0,No,,,,
GBM,ADH1B,P00325,,Down,,,,13.0,No,,,,
HNSC,ADH1B,P00325,,Down,,,,13.0,No,,,,
KIRC,ADH1B,P00325,,Down,,,,13.0,No,,,,
LIHC,ADH1B,P00325,,Down,,,,13.0,No,,,,-0.0625842100228749
LUAD,ADH1B,P00325,,Down,,,,13.0,No,,,,
LUSC,ADH1B,P00325,,Down,,,,13.0,No,,,,
OV,ADH1B,P00325,,Down,,,,13.0,No,,,,
PAAD,ADH1B,P00325,,Down,,,,13.0,No,,,,
STAD,ADH1B,P00325,,Down,,,,13.0,No,,,,
UCEC,ADH1B,P00325,,Down,,,,13.0,No,,,,
BRCA,ADH1C,P00326,,Down,,,,,,,,,
COAD,ADH1C,P00326,,Down,,,,,,,,,
KIRC,ADH1C,P00326,,Down,,,,,,,,,
LIHC,ADH1C,P00326,,Down,,,,,,,,,
OV,ADH1C,P00326,,Down,,,,,,,,,
STAD,ADH1C,P00326,,Down,,,,,,,,,
HNSC,ADH4,P08319,,Down,,,,,,,,,
LIHC,ADH4,P08319,,Down,,,,,,,,,
BRCA,ADH5,P11766,,Down,,,,,,,,,
OV,ADH5,P11766,,Down,,,,,,,,,
UCEC,ADH5,P11766,,Down,,,,,,,,,
COAD,ADH6,P28332,,Down,,,,,,,,,
KIRC,ADH6,P28332,,Down,,,,,,,,,
LIHC,ADH6,P28332,,Down,,,,,,,,,
HNSC,ADH7,P40394,,Down,,,,,,,,,
LUSC,ADH7,P40394,Up,,,,,,,,,,
BRCA,ADHFE1,Q8IWW8,,Down,,,,9.0,Yes,,,,
ESCC,ADHFE1,Q8IWW8,,Down,,,,9.0,Yes,,,,
GBM,ADHFE1,Q8IWW8,,Down,,,,9.0,Yes,,,,
HNSC,ADHFE1,Q8IWW8,,Down,,,,9.0,Yes,,,,
KIRC,ADHFE1,Q8IWW8,,Down,,,,9.0,Yes,,,,
LIHC,ADHFE1,Q8IWW8,,Down,,,,9.0,Yes,,,,
LUAD,ADHFE1,Q8IWW8,,Down,,,,9.0,Yes,,,,
LUSC,ADHFE1,Q8IWW8,,Down,,,,9.0,Yes,,,,
PAAD,ADHFE1,Q8IWW8,,Down,,,,9.0,Yes,,,,
LIHC,ADI1,Q9BV57,,Down,,,,,,,,,
BRCA,ADIPOQ,Q15848,,Down,,,,,,,,,
ESCC,ADIPOQ,Q15848,,Down,,,,,,,,,
HNSC,ADIPOQ,Q15848,,Down,,,,,,,,,
LIHC,ADIPOQ,Q15848,Up,,,,,,,,,,
UCEC,ADIPOQ,Q15848,,Down,,,,,,,,,
BRCA,ADIRF,Q15847,,Down,,,,8.0,No,,,,
COAD,ADIRF,Q15847,,Down,,,,8.0,No,,,,
HNSC,ADIRF,Q15847,,Down,,,,8.0,No,,,,
LUAD,ADIRF,Q15847,,Down,,,,8.0,No,,,,
LUSC,ADIRF,Q15847,,Down,,,,8.0,No,,,,
OV,ADIRF,Q15847,,Down,,,,8.0,No,,,,
STAD,ADIRF,Q15847,,Down,,,,8.0,No,,,,
UCEC,ADIRF,Q15847,,Down,,,,8.0,No,,,,
LIHC,ADK,P55263,,Down,,,,,,,,,
UCEC,ADK,P55263,Up,,,,,,,,,,
GBM,ADM,P35318,Up,,,,,,,,,,
LUSC,ADM,P35318,Up,,,,,,,,,,
COAD,ADNP,Q9H2P0,Up,,,,,,,,,,
LUSC,ADNP,Q9H2P0,Up,,,,,,,,,,
GBM,ADPGK,Q9BRR6,Up,,,,,,,,,,
HNSC,ADPGK,Q9BRR6,Up,,,,,,,,,,
KIRC,ADPGK,Q9BRR6,Up,,,,,,,,,,
LUAD,ADPRH,P54922,,Down,,,,,,,,,
LUSC,ADPRH,P54922,,Down,,,,,,,,,
UCEC,ADPRH,P54922,,Down,,,,,,,,,
HNSC,ADPRHL1,Q8NDY3,,Down,,,,,,,,,
LIHC,ADRA1A,P35348,,Down,,,,,,,,,
ESCC,ADRA2A,P08913,,Down,,,,,,,,,
KIRC,ADRA2A,P08913,,Down,,,,,,,,,
LIHC,ADRA2B,P18089,,Down,,,,,,,,,
LUSC,ADRB2,P07550,,Down,,,,,,,,,
COAD,ADRM1,Q16186,Up,,,,,,,,,,
ESCC,ADRM1,Q16186,Up,,,,,,,,,,
LUAD,ADRM1,Q16186,Up,,,,,,,,,,
LUSC,ADRM1,Q16186,Up,,,,,,,,,,
ESCC,ADSL,P30566,Up,,,,,,,,,,
COAD,AEBP1,Q8IUX7,Up,,,,,,,,,,
KIRC,AEBP1,Q8IUX7,Up,,,,,,,,,,
PAAD,AEBP1,Q8IUX7,Up,,,,,,,,,,
UCEC,AEBP1,Q8IUX7,,Down,,,,,,,,,
PAAD,AFAP1,Q8N556,Up,,,,,,,,,,
UCEC,AFAP1,Q8N556,,Down,,,,,,,,,
KIRC,AFAP1L1,Q8TED9,Up,,,,,,,,,,
LUAD,AFAP1L1,Q8TED9,,Down,,,,,,,,,
LUSC,AFAP1L1,Q8TED9,,Down,,,,,,,,,
UCEC,AFAP1L2,Q8N4X5,,Down,,,,,,,,,
HNSC,AFF2,P51816,Up,,,,,,,,,,
BRCA,AFF3,P51826,Up,,,,,,,,,,
LUSC,AFG3L2,Q9Y4W6,Up,,,,,,,,,,
OV,AFG3L2,Q9Y4W6,Up,,,,,,,,,,
UCEC,AFG3L2,Q9Y4W6,Up,,,,,,,,,,
ESCC,AFM,P43652,,Down,,,,,,,,,
UCEC,AFM,P43652,,Down,,,,,,,,,
KIRC,AFMID,Q63HM1,,Down,,,,,,,,,
PAAD,AFMID,Q63HM1,,Down,,,,,,,,,
GBM,AGAP1,Q9UPQ3,,Down,,,,,,,,,
GBM,AGAP2,Q99490,,Down,,,,,,,,,
PAAD,AGAP2,Q99490,Up,,,,,,,,,,
GBM,AGAP3,Q96P47,,Down,,,,,,,,,
GBM,AGBL4,Q5VU57,,Down,,,,,,,,,
LUAD,AGER,Q15109,,Down,,,,,,,,,
LUSC,AGER,Q15109,,Down,,,,,,,,,
COAD,AGFG2,O95081,,Down,,,,,,,,,
ESCC,AGFG2,O95081,,Down,,,,,,,,,
HNSC,AGFG2,O95081,,Down,,,,,,,,,
KIRC,AGFG2,O95081,,Down,,,,,,,,,
LUSC,AGFG2,O95081,,Down,,,,,,,,,
UCEC,AGFG2,O95081,,Down,,,,,,,,,
LUSC,AGK,Q53H12,Up,,,,,,,,,,
HNSC,AGL,P35573,,Down,,,,,,,,,
LIHC,AGL,P35573,,Down,,,,,,,,,
COAD,AGMAT,Q9BSE5,Up,,,,,,,,,,
KIRC,AGMAT,Q9BSE5,,Down,,,,,,,,,
LIHC,AGMAT,Q9BSE5,,Down,,,,,,,,,
UCEC,AGMAT,Q9BSE5,Up,,,,,,,,,,
LIHC,AGMO,Q6ZNB7,,Down,,,,,,,,,
LUSC,AGO4,Q9HCK5,,Down,,,,,,,,,
BRCA,AGPAT2,O15120,,Down,,,,,,,,,
LIHC,AGPAT2,O15120,,Down,,,,,,,,,
LUSC,AGPAT2,O15120,,Down,,,,,,,,,
UCEC,AGPAT3,Q9NRZ7,Up,,,,,,,,,,
GBM,AGPAT4,Q9NRZ5,,Down,,,,,,,,,
LUAD,AGPAT4,Q9NRZ5,,Down,,,,,,,,,
LUSC,AGPAT4,Q9NRZ5,,Down,,,,,,,,,
LUSC,AGPAT5,Q9NUQ2,Up,,,,,,,,,,
STAD,AGPS,O00116,Up,,,,,,,,,,
BRCA,AGR2,O95994,Up,,,,,,,,,,
ESCC,AGR2,O95994,,Down,,,,,,,,,
HNSC,AGR2,O95994,,Down,,,,,,,,,
KIRC,AGR2,O95994,,Down,,,,,,,,,
LUAD,AGR2,O95994,Up,,,,,,,,,,
PAAD,AGR2,O95994,Up,,,,,,,,,,
BRCA,AGR3,Q8TD06,Up,,,,,,,,,,
COAD,AGR3,Q8TD06,,Down,,,,,,,,,
ESCC,AGR3,Q8TD06,,Down,,,,,,,,,
HNSC,AGR3,Q8TD06,,Down,,,,,,,,,
LUSC,AGR3,Q8TD06,,Down,,,,,,,,,
PAAD,AGR3,Q8TD06,Up,,,,,,,,,,
ESCC,AGRN,O00468,Up,,,,,,,,3.0,,
LIHC,AGRN,O00468,Up,,,,,,,,3.0,,
LUAD,AGRN,,,,,,,,,,,,0.256086131149064
ESCC,AGT,P01019,,Down,,,,,,,,,
GBM,AGT,P01019,Up,,,,,,,,,,
HNSC,AGT,P01019,,Down,,,,,,,,,
OV,AGT,P01019,,Down,,,,,,,,,
GBM,AGTPBP1,Q9UPW5,,Down,,,,,,,,,
LUAD,AGTPBP1,Q9UPW5,,Down,,,,,,,,,
LUSC,AGTPBP1,Q9UPW5,,Down,,,,,,,,,
LIHC,AGTR1,P30556,,Down,,,,,,,,,
BRCA,AGTRAP,Q6RW13,Up,,,,,,,,,,
GBM,AGTRAP,Q6RW13,Up,,,,,,,,,,
KIRC,AGXT,P21549,,Down,,,,,,,,,
LIHC,AGXT,P21549,,Down,,,,,,,,,
KIRC,AGXT2,Q9BYV1,,Down,,,,,,,,,
LIHC,AGXT2,Q9BYV1,,Down,,,,,,,,,
LUSC,AHCTF1,Q8WYP5,Up,,,,,,,,,,
LUSC,AHCY,P23526,Up,,,,,,,,,,
OV,AHCY,P23526,Up,,,,,,,,,,
PAAD,AHCY,P23526,,Down,,,,,,,,,
COAD,AHCYL2,Q96HN2,,Down,,,,,,,,,
ESCC,AHCYL2,Q96HN2,,Down,,,,,,,,,
HNSC,AHCYL2,Q96HN2,,Down,,,,,,,,,
KIRC,AHCYL2,Q96HN2,,Down,,,,,,,,,
LUSC,AHCYL2,Q96HN2,,Down,,,,,,,,,
LUAD,AHDC1,Q5TGY3,Up,,,,,,,,,,
LUSC,AHDC1,Q5TGY3,Up,,,,,,,,,,
UCEC,AHDC1,Q5TGY3,,Down,,,,,,,,,
BRCA,AHNAK,Q09666,,Down,,,,,,,,,
COAD,AHNAK,Q09666,,Down,,,,,,,,,
HNSC,AHNAK,Q09666,,Down,,,,,,,,,
LUAD,AHNAK,Q09666,,Down,,,,,,,,,
LUSC,AHNAK,Q09666,,Down,,,,,,,,,
OV,AHNAK,Q09666,,Down,,,,,,,,,
GBM,AHNAK2,Q8IVF2,,Down,,,,,,,,,
KIRC,AHNAK2,Q8IVF2,Up,,,,,,,,,,
LUAD,AHNAK2,Q8IVF2,Up,,,,,,,,,,
LUSC,AHNAK2,Q8IVF2,Up,,,,,,,,,,
PAAD,AHNAK2,Q8IVF2,Up,,,,,,,,,,
KIRC,AHR,P35869,Up,,,,,,,,,,
PAAD,AHR,P35869,Up,,,,,,,,,,
BRCA,AHSA1,O95433,Up,,,,,,,,,,
LUSC,AHSA1,O95433,Up,,,,,,,,,,
OV,AHSA1,O95433,Up,,,,,,,,,,
BRCA,AHSP,Q9NZD4,,Down,,,,,,,,,
HNSC,AHSP,Q9NZD4,,Down,,,,,,,,,
KIRC,AHSP,Q9NZD4,Up,,,,,,,,,,
LUAD,AHSP,Q9NZD4,,Down,,,,,,,,,
LUSC,AHSP,Q9NZD4,,Down,,,,,,,,,
OV,AHSP,Q9NZD4,,Down,,,,,,,,,
PAAD,AHSP,Q9NZD4,,Down,,,,,,,,,
PAAD,AIDA,Q96BJ3,Up,,,,,,,,,,
GBM,AIF1,P55008,Up,,,,,,,,,,
KIRC,AIF1,P55008,Up,,,,,,,,,,
LUSC,AIF1,P55008,,Down,,,,,,,,,
PAAD,AIF1,P55008,Up,,,,,,,,,,
BRCA,AIF1L,Q9BQI0,,Down,,,,,,,,,
HNSC,AIF1L,Q9BQI0,,Down,,,,,,,,,
KIRC,AIF1L,Q9BQI0,,Down,,,,,,,,,
LUSC,AIF1L,Q9BQI0,,Down,,,,,,,,,
KIRC,AIFM1,O95831,,Down,,,,,,,,,
LUAD,AIFM1,O95831,Up,,,,,,,,,,
OV,AIFM1,O95831,Up,,,,,,,,,,
UCEC,AIFM1,O95831,Up,,,,,,,,,,
BRCA,AIFM2,Q9BRQ8,,Down,,,,,,,,,
PAAD,AIFM2,Q9BRQ8,Up,,,,,,,,,,
GBM,AIFM3,Q96NN9,,Down,,,,,,,,,
LIHC,AIG1,Q9NVV5,,Down,,,,,,,,,
BRCA,AIMP2,Q13155,Up,,,,,,,,,,
LUAD,AIMP2,Q13155,Up,,,,,,,,,,
LUSC,AIMP2,Q13155,Up,,,,,,,,,,
PAAD,AIP,O00170,Up,,,,,,,,,,
GBM,AJAP1,Q9UKB5,,Down,,,,,,,,,
KIRC,AJAP1,Q9UKB5,,Down,,,,,,,,,
GBM,AJUBA,Q96IF1,Up,,,,,,,,,,
HNSC,AJUBA,Q96IF1,Up,,,,,,,,,,
STAD,AJUBA,Q96IF1,Up,,,,,,,,,,
HNSC,AK1,P00568,,Down,,,,,,,,,
KIRC,AK1,P00568,,Down,,,,,,,,,
LUAD,AK1,P00568,,Down,,,,,,,,,
LUSC,AK1,P00568,,Down,,,,,,,,,
OV,AK1,P00568,,Down,,,,,,,,,
GBM,AK2,P54819,Up,,,,,,,,,,
LUAD,AK2,P54819,Up,,,,,,,,,,
OV,AK2,P54819,Up,,,,,,,,,,
UCEC,AK2,P54819,Up,,,,,,,,,,
BRCA,AK3,Q9UIJ7,,Down,,,,,,,,,
ESCC,AK3,Q9UIJ7,,Down,,,,,,,,,
HNSC,AK3,Q9UIJ7,,Down,,,,,,,,,
KIRC,AK3,Q9UIJ7,,Down,,,,,,,,,
LIHC,AK3,Q9UIJ7,,Down,,,,,,,,,
BRCA,AK4,P27144,,Down,,,,,,,,,
KIRC,AK4,P27144,,Down,,,,,,,,,
LIHC,AK4,P27144,,Down,,,,,,,,,
LUAD,AK4,P27144,Up,,,,,,,,,,
LUSC,AK4,P27144,Up,,,,,,,,,,
PAAD,AK4,P27144,Up,,,,,,,,,,
GBM,AK5,Q9Y6K8,,Down,,,,,,,,,
LUAD,AK7,Q96M32,,Down,,,,,,,,,
LUSC,AK7,Q96M32,,Down,,,,,,,,,
LUAD,AK8,Q96MA6,,Down,,,,,,,,,
UCEC,AKAP11,Q9UKA4,,Down,,,,,,,,,
BRCA,AKAP12,Q02952,,Down,,,,,,,,,
COAD,AKAP12,Q02952,,Down,,,,,,,,,
HNSC,AKAP12,Q02952,,Down,,,,,,,,,
LUAD,AKAP12,Q02952,,Down,,,,,,,,,
LUSC,AKAP12,Q02952,,Down,,,,,,,,,
OV,AKAP12,Q02952,,Down,,,,,,,,,
UCEC,AKAP12,Q02952,,Down,,,,,,,,,
GBM,AKAP13,Q12802,Up,,,,,,,,,,
LUSC,AKAP13,Q12802,,Down,,,,,,,,,
COAD,AKAP17A,Q02040,Up,,,,,,,,,,
BRCA,AKAP2,Q9Y2D5,,Down,,,,,,,,,
LIHC,AKAP2,Q9Y2D5,,Down,,,,,,,,,
LUAD,AKAP2,Q9Y2D5,,Down,,,,,,,,,
LUSC,AKAP2,Q9Y2D5,,Down,,,,,,,,,
UCEC,AKAP2,Q9Y2D5,,Down,,,,,,,,,
BRCA,AKAP5,P24588,Up,,,,,,,,,,
COAD,AKAP5,P24588,,Down,,,,,,,,,
GBM,AKAP5,P24588,,Down,,,,,,,,,
KIRC,AKAP5,P24588,,Down,,,,,,,,,
LUAD,AKAP5,P24588,,Down,,,,,,,,,
LUSC,AKAP5,P24588,,Down,,,,,,,,,
STAD,AKAP5,P24588,Up,,,,,,,,,,
PAAD,AKAP7,O43687,,Down,,,,,,,,,
COAD,AKAP8L,Q9ULX6,Up,,,,,,,,,,
LIHC,AKAP8L,Q9ULX6,Up,,,,,,,,,,
PAAD,AKAP9,Q99996,,Down,,,,,,,,,
LUSC,AKNA,Q7Z591,,Down,,,,,,,,,
COAD,AKR1B1,P15121,,Down,,,,,,,,,
ESCC,AKR1B1,P15121,Up,,,,,,,,,,
COAD,AKR1B10,O60218,,Down,,,,,,,,,
LIHC,AKR1B10,O60218,Up,,,,,,,,,,
LUSC,AKR1B10,O60218,Up,,,,,,,,,,
STAD,AKR1B10,O60218,,Down,,,,,,,,,
BRCA,AKR1C1,Q04828,,Down,,,,,,,,,
COAD,AKR1C1,Q04828,,Down,,,,,,,,,
LUSC,AKR1C1,Q04828,Up,,,,,,,,,,
OV,AKR1C1,Q04828,,Down,,,,,,,,,
STAD,AKR1C1,Q04828,,Down,,,,,,,,,
BRCA,AKR1C2,P52895,,Down,,,,,,,,,
COAD,AKR1C2,P52895,,Down,,,,,,,,,
GBM,AKR1C2,P52895,,Down,,,,,,,,,
LUSC,AKR1C2,P52895,Up,,,,,,,,,,
OV,AKR1C2,P52895,,Down,,,,,,,,,
BRCA,AKR1C3,P42330,,Down,,,,,,,,,
COAD,AKR1C3,P42330,,Down,,,,,,,,,
LIHC,AKR1C3,P42330,Up,,,,,,,,,,
STAD,AKR1C3,P42330,,Down,,,,,,,,,
BRCA,AKR1D1,P51857,,Down,,,,,,,,,
LIHC,AKR1D1,P51857,,Down,,,,,,,,,
LUSC,AKR1D1,P51857,Up,,,,,,,,,,
ESCC,AKR7A2,O43488,,Down,,,,,,,,,
COAD,AKR7A3,O95154,,Down,,,,,,,,,
ESCC,AKR7A3,O95154,,Down,,,,,,,,,
GBM,AKR7A3,O95154,,Down,,,,,,,,,
KIRC,AKR7A3,O95154,,Down,,,,,,,,,
